level,group,year,path,url,original_url,status,bytes,sha256,error
PHD,CE,1397,PHD/CE/1397/330-E-PHD97-[www.konkur.in].pdf,https://dl.konkur.in/PHD/97/330-E-PHD97-%5bwww.konkur.in%5d.pdf,,ok,1388763,f77555dc905301c62bba6145f727ffc6e2afa629c98da3d75589e000cba30681,
PHD,CE,1397,PHD/CE/1397/331-E-PHD97-[www.konkur.in].pdf,https://dl.konkur.in/PHD/97/331-E-PHD97-%5bwww.konkur.in%5d.pdf,,ok,1415677,2d02fe4eaf9e9f6bbcf9b87b20b8819b21e2dd8d8676c8f76bddf7a3b4ed41b5,
PHD,CE,1397,PHD/CE/1397/332-E-PHD97-[www.konkur.in].pdf,https://dl.konkur.in/PHD/97/332-E-PHD97-%5bwww.konkur.in%5d.pdf,,ok,1369488,ea93d2d5db21cf8c2487551efb2cc75d65d309fdb4ead97605e12354aa09b40e,
PHD,CE,1397,PHD/CE/1397/333-E-PHD97-[www.konkur.in].pdf,https://dl.konkur.in/PHD/97/333-E-PHD97-%5bwww.konkur.in%5d.pdf,,ok,1432796,6f2f897ac3f7d34738b7a8f9bf8e794ccda58b57b2f900041d17a8ac0a28f534,
PHD,CE,1398,PHD/CE/1398/729-PHD98-[konkur.in].pdf,https://dl.konkur.in/PHD/98/729-PHD98-%5bkonkur.in%5d.pdf,,ok,827960,22ad98ab2139d78f146a2944236a2bebbc45309e440946f0ad45c4d8b7499ec9,
PHD,CE,1398,PHD/CE/1398/730-PHD98-[konkur.in].pdf,https://dl.konkur.in/PHD/98/730-PHD98-%5bkonkur.in%5d.pdf,,ok,1086161,be9052ebc1dee7825ebc7ef6cb6e44974b0c4596b75ce8e752ba890cbe8ad858,
PHD,CE,1398,PHD/CE/1398/731-PHD98-[konkur.in].pdf,https://dl.konkur.in/PHD/98/731-PHD98-%5bkonkur.in%5d.pdf,,ok,961574,6a570d7d2e73e0297e4b279a7494e286a3f34f7820edbc1252623eb87ca5a796,
PHD,CE,1398,PHD/CE/1398/732-PHD98-[konkur.in].pdf,https://dl.konkur.in/PHD/98/732-PHD98-%5bkonkur.in%5d.pdf,,ok,915798,14a73f9f2f29ebdc6b6fa87c86d5a8a86c1e9d3fe5004ac9551824a6ffa098be,
PHD,CE,1399,PHD/CE/1399/328-PHD99-[konkur.in].pdf,https://dl.konkur.in/PHD/99/328-PHD99-%5bkonkur.in%5d.pdf,,ok,1732931,56ecc229cbfad22161d7c96e6d963e2ee18b5fe08411399ef3eeac5bc22a84ec,
PHD,CE,1399,PHD/CE/1399/329-PHD99-[konkur.in].pdf,https://dl.konkur.in/PHD/99/329-PHD99-%5bkonkur.in%5d.pdf,,ok,1659600,b04a54ef549122dfc415bec32f7763e6ad9816159709a795009d22a765134cf7,
